FAKEID,Y3defect,Y2G5,Y2G4,Y2G3,Y2G2,Y2G1,Y2price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,SPORT,PCTMARR,HOMEVAL
685U91PU,,0,0,0,1,1,15,8,0,63,3,0,0,0,57,67
428N61LJ,,0,1,0,0,0,15,6,0,63,3,0,0,0,62,33
360T66NX,,0,0,1,1,1,15,11,1,86,1,0,1,0,73,106
322F53DG,,0,0,1,0,1,15,7,1,26,1,1,1,0,44,251
796S69SD,,0,1,0,1,0,15,3,0,70,3,0,1,0,53,123
936Z44GW,,1,1,0,0,0,15,5,1,63,3,0,1,0,48,55
938R74EC,,0,0,1,1,0,15,2,1,72,4,0,1,0,61,67
317X86DV,,0,1,0,1,0,15,9,0,56,2,0,1,0,49,56
869T13YR,,1,1,1,1,1,15,7,1,63,4,1,1,0,64,260
186W30TU,,0,0,1,1,0,25,8,0,68,3,1,1,0,69,87
396Y34MC,,0,1,0,1,0,50,3,0,63,6,0,1,0,77,142
455K97UW,,0,1,0,1,1,15,11,0,85,2,0,1,0,64,77
486W95AL,,0,1,0,0,1,15,11,0,81,2,1,1,0,56,54
236L88YV,,1,1,1,1,1,15,4,0,77,4,0,1,0,48,208
347L75TI,,0,0,0,1,0,15,1,1,36,1,0,1,0,63,78
536C55ZR,,0,1,0,1,1,15,10,1,50,2,1,1,0,50,41
618L39WQ,,0,1,0,0,0,50,7,0,84,4,1,1,0,56,114
078X26DW,,0,1,1,0,0,25,4,0,50,4,0,1,0,60,52
463C88VB,,0,1,1,1,1,15,6,0,73,3,1,1,0,51,237
518D21LB,,0,0,1,1,0,25,1,0,71,5,1,1,0,71,263
555T37QX,,0,0,0,0,1,15,10,1,81,5,0,1,0,41,52
624V34EL,,0,0,1,1,1,25,5,0,56,6,1,1,0,28,102
152Z66DM,,1,1,0,1,1,25,4,1,35,0,1,1,0,61,52
909K29YE,,0,0,1,0,0,15,11,1,78,0,0,1,0,72,160
950H71QG,,1,0,0,1,1,15,5,1,49,5,0,1,0,59,419
806P89JW,,1,0,0,1,1,25,3,0,63,3,1,0,0,71,65
741D49BL,,0,1,0,0,1,15,10,1,63,3,0,0,0,65,111
433Q01RG,,0,0,0,0,1,15,6,0,74,2,1,1,0,57,43
037F92FK,,0,1,0,1,1,15,4,0,63,3,0,1,0,70,71
460D71CR,,0,1,0,1,1,15,9,1,83,3,0,0,0,72,152
904X95QX,,1,0,0,1,1,25,9,1,78,1,0,1,0,49,351
676H23QR,,0,1,0,1,0,15,5,0,90,3,1,1,0,72,166
823I69VI,,1,0,1,1,1,15,6,1,63,3,0,0,0,48,78
923O87VL,,0,1,0,1,1,15,3,0,47,5,0,1,0,70,264
510L88SN,,0,1,0,1,0,15,8,1,63,3,0,0,0,36,163
214S81MK,,0,1,0,1,0,25,9,1,84,3,0,0,0,55,74
280P11VP,,1,1,1,1,1,25,5,0,78,4,1,1,0,50,41
292D59WP,,0,1,1,1,1,15,9,0,63,3,0,0,0,51,73
709B97KS,,1,0,0,1,1,50,7,0,42,3,1,1,0,64,77
388H84PE,,0,0,1,1,0,15,9,1,52,5,1,1,0,64,114
336W38NW,,1,0,0,0,1,50,9,0,77,3,0,1,0,43,56
880U04HP,,0,1,1,1,0,15,9,1,85,3,0,0,0,58,73
468P72GL,,1,0,1,1,1,25,11,1,48,1,1,1,0,65,58
143G34JR,,0,0,1,1,1,25,4,0,60,1,0,1,0,67,84
763E03WT,,0,1,0,0,1,50,9,1,63,3,0,0,0,56,521
287M05JZ,,0,0,0,1,0,15,1,0,90,4,0,1,0,83,166
618V57LX,,0,1,0,1,1,15,11,1,63,4,0,1,0,55,47
825R54XJ,,0,1,1,0,0,15,9,1,85,4,1,1,0,59,83
533G75AZ,,0,0,1,1,0,15,1,1,31,3,0,1,0,60,79
613I28FN,,0,1,1,1,0,15,11,1,53,2,1,1,0,53,49
349Q47VC,,0,0,1,0,1,15,1,1,84,3,0,0,0,44,403
344Z51BC,,1,0,0,1,0,15,1,0,68,2,0,1,0,56,117
547H21GW,,0,1,1,1,1,25,10,1,37,4,1,1,0,54,64
966Q66VL,,0,0,0,0,1,50,4,0,63,6,1,1,0,71,146
352N57MT,,0,1,1,0,1,15,6,1,74,0,0,1,0,43,209
234E18GR,,0,0,1,1,1,15,9,1,82,0,0,1,0,62,29
707N73QA,,0,1,1,0,0,15,6,0,77,6,1,1,0,75,151
864P91VH,,0,0,1,1,0,25,4,0,44,3,1,0,0,70,77
303T66AW,,0,1,0,1,1,15,8,1,90,2,1,1,0,52,54
991Y15DR,,0,0,0,1,0,50,8,1,47,3,1,1,0,44,153
153C24MI,,0,0,1,1,1,15,11,1,67,2,1,1,1,67,84
652U36HA,,0,0,0,1,1,15,3,1,63,3,0,1,0,62,72
002M85QM,,1,0,1,0,1,15,11,1,82,0,0,1,0,48,66
312A67AP,,0,1,0,1,1,50,5,0,38,1,1,1,0,35,89
466K68BX,,0,0,1,1,0,25,2,0,63,3,0,0,0,36,92
182J68YD,,0,0,1,0,1,15,11,1,47,1,1,1,0,53,32
949S77IG,,0,0,1,0,1,15,11,1,63,3,0,0,0,66,48
343U34JE,,1,1,0,0,1,15,4,1,44,6,0,1,0,68,204
881B14NP,,0,1,0,1,0,25,6,0,72,3,1,1,0,64,38
682J91MQ,,0,0,0,1,0,25,4,0,63,3,0,0,0,55,72
005Z19TJ,,0,0,0,1,0,25,1,0,63,3,0,0,0,68,293
452Y49HL,,0,1,0,0,0,15,9,1,52,3,1,1,1,42,47
501F11ZR,,0,0,0,1,0,25,1,0,63,1,0,1,0,68,57
543U64TR,,0,0,1,1,0,15,1,0,48,4,0,1,0,62,45
020K01LU,,0,0,0,0,1,15,10,1,92,3,0,0,0,61,77
345K47AD,,0,1,0,0,0,15,7,0,78,1,1,1,0,53,85
082M22YY,,0,1,1,0,0,25,10,1,62,3,0,0,0,67,96
376M66MZ,,0,0,1,1,0,15,7,0,92,2,1,1,0,71,64
670C05GP,,0,0,0,1,0,15,1,0,76,4,1,1,0,77,170
333B98OA,,0,1,1,1,0,15,9,1,74,0,1,1,0,39,72
506C26QR,,0,0,1,1,0,15,2,0,68,6,1,1,0,47,255
679J04EX,,0,1,0,1,0,25,4,0,51,5,0,1,0,55,82
519L44NG,,0,0,1,0,0,25,5,1,83,0,1,1,0,70,90
998Y22MO,,0,0,0,1,1,15,11,1,63,4,1,1,0,26,188
346F35UX,,1,0,0,1,1,15,4,1,63,3,1,0,0,49,46
618V24ON,,0,1,0,0,0,25,1,0,44,4,0,1,0,64,41
089R50RF,,0,1,0,1,1,15,8,0,78,5,1,1,0,65,41
365N95QO,,0,1,1,1,1,15,3,0,37,4,0,1,0,61,68
400X08KQ,,1,1,1,1,0,15,8,1,59,3,0,1,0,78,78
612N65FB,,0,1,1,0,0,15,5,0,55,4,0,1,0,65,93
013V04HW,,0,1,0,0,0,15,10,0,70,1,0,1,0,37,72
405U18ZQ,,0,0,1,0,1,25,11,1,76,3,0,1,0,45,119
577J40AA,,0,0,1,0,1,15,5,1,71,6,1,1,0,63,198
028Y17BP,,0,0,0,1,0,25,2,1,32,1,1,1,0,60,48
648B75AP,,1,1,1,1,1,15,6,1,68,3,0,1,0,63,91
958H31IH,,1,1,1,1,1,15,7,1,63,3,0,0,0,69,80
063E01EG,,0,1,1,0,1,25,3,0,62,4,1,1,0,64,66
470J32XM,,0,1,1,0,0,15,6,1,73,1,0,1,0,39,99
110A10OP,,0,0,0,1,0,15,3,0,63,3,1,0,0,65,97
079P61DU,,0,1,1,0,1,15,9,1,63,1,1,1,0,62,55
819R14IA,,1,1,1,1,1,15,3,1,63,3,0,0,0,42,75
239D00FW,,0,1,0,1,1,50,7,0,63,3,0,0,0,73,179
512Y43WJ,,0,0,1,1,1,25,6,0,55,1,1,1,0,61,43
914K65GO,,0,1,0,0,0,25,3,0,38,4,0,1,0,61,105
978G56VY,,1,1,1,1,1,15,7,1,63,4,0,1,0,53,70
722X31NP,,0,0,1,0,0,25,4,0,79,4,1,1,0,68,213
533M82OJ,,0,1,0,1,0,25,7,0,37,4,0,1,0,55,72
510G15YQ,,0,1,1,0,1,25,4,0,54,5,0,1,0,54,252
247A69LR,,0,1,0,0,1,15,4,1,58,1,0,1,0,56,51
614Z04NM,,0,1,1,0,1,25,8,1,64,1,1,1,0,62,38
342N16XL,,0,0,1,1,0,15,1,0,63,0,1,1,0,80,69
061A52GM,,0,0,1,1,1,25,6,0,77,3,0,0,0,62,43
869J93ZD,,0,1,0,1,0,50,3,0,63,4,0,1,0,72,162
355D33IC,,0,1,1,0,0,15,5,0,66,4,1,1,0,72,101
596F27OG,,0,0,1,1,1,15,3,0,48,4,0,1,0,70,68
921W35CV,,0,1,1,1,0,15,7,0,80,2,1,1,0,62,67
907V66CF,,0,1,0,0,1,15,1,0,46,2,0,1,0,49,33
850B37HF,,0,0,0,1,0,15,2,0,73,2,1,1,1,48,154
990L75YK,,0,0,0,1,0,15,6,1,63,3,0,0,0,54,52
764T31JR,,0,1,0,1,1,15,7,0,68,3,0,1,0,58,186
093L61AW,,1,1,1,0,0,15,9,0,80,5,0,1,0,69,107
038C96ML,,1,1,0,1,1,50,11,1,53,3,0,1,0,59,130
068X61FN,,0,1,0,1,1,25,7,1,78,4,1,1,0,43,200
743H04CZ,,0,0,0,1,0,25,9,1,56,5,1,1,0,52,172
369V00IE,,0,1,0,1,1,15,9,1,63,3,0,0,0,63,91
835V43JR,,0,1,0,0,0,25,4,0,51,3,0,0,0,49,124
151N33FG,,0,1,0,0,1,15,7,0,46,4,1,1,0,56,34
398K63FN,,0,1,1,1,1,25,8,0,76,4,1,1,0,78,138
189T18RX,,0,1,1,1,1,50,3,0,55,4,0,1,0,59,48
701B66JW,,0,1,0,0,0,15,6,0,29,6,0,1,0,53,106
414O22IM,,0,0,0,1,1,15,4,0,78,3,1,0,0,57,54
057I91HT,,0,1,1,1,1,25,7,0,51,3,1,0,0,57,64
810V01PH,,0,1,1,0,1,15,11,1,79,4,1,1,0,46,242
568X08LE,,0,0,1,1,0,15,1,0,41,2,0,1,0,61,47
082L67PT,,0,0,1,1,1,15,3,0,63,3,0,1,0,31,463
695A69WI,,0,0,1,0,1,15,9,0,65,4,0,1,0,69,252
482T77QA,,0,0,0,1,0,15,1,0,63,3,1,0,0,59,102
246I75XG,,1,0,0,0,1,15,9,0,79,5,0,1,0,48,109
519W21DG,,0,1,1,1,0,25,4,0,63,3,0,0,0,56,104
652S51HJ,,0,1,1,1,1,15,10,1,75,3,1,0,0,54,229
056D52LW,,0,1,0,1,1,15,4,0,63,3,0,0,0,61,105
182U47FD,,0,1,0,0,0,25,4,0,63,6,0,1,0,73,95
990G92YE,,0,0,0,1,0,25,4,0,60,3,0,0,0,64,41
699T44LY,,0,1,0,1,0,15,9,1,63,0,0,1,0,49,72
697U76HY,,0,0,0,1,0,15,11,1,54,6,0,1,0,60,37
693E34QN,,0,1,0,0,0,25,8,0,72,3,0,1,0,65,34
841A97XU,,0,0,0,0,1,15,8,1,81,3,1,1,0,74,113
042O37XK,,0,0,1,1,0,25,11,1,63,3,0,0,0,38,104
507I20WN,,0,1,1,1,0,25,7,0,62,4,1,1,0,37,102
139F91CE,,0,0,0,1,0,15,7,1,63,3,1,0,0,0,0
659Y86ES,,0,1,1,1,0,15,9,1,50,4,0,1,0,54,115
166Z88FN,,0,1,0,0,0,25,4,0,37,4,0,1,0,45,50
592U02JC,,0,0,0,0,1,25,6,1,63,3,0,0,0,42,221
803D03SM,,0,0,0,1,0,15,1,0,63,3,0,0,0,47,143
719P96HO,,0,0,0,1,0,15,11,1,36,4,1,1,0,70,235
198V09YX,,0,1,1,0,0,25,8,0,63,0,0,1,0,69,34
443F20MC,,0,1,0,0,0,15,1,0,32,6,0,1,0,76,205
117X53OL,,0,1,0,0,1,15,4,1,28,4,0,1,0,0,0
660S04BB,,1,1,0,1,1,15,5,1,38,4,0,1,0,51,49
855V15PE,,0,1,1,1,0,15,3,0,54,5,1,1,1,56,288
995X64FO,,0,0,0,0,1,15,6,1,56,4,0,1,0,65,72
731I08VU,,1,1,1,1,0,50,8,1,63,3,1,0,0,51,87
440M48TY,,0,1,0,1,1,25,1,0,53,4,1,1,0,38,108
054T52JA,,0,1,0,1,1,15,11,1,67,6,0,1,0,61,165
558H24YI,,1,1,0,0,0,15,6,0,52,5,0,1,0,59,285
836K12JZ,,0,0,0,1,0,15,4,1,63,3,0,1,0,51,122
776Q92IH,,1,0,0,1,0,15,9,1,90,0,1,1,0,54,120
172Q07FT,,1,1,0,0,1,15,10,1,78,6,0,1,0,26,579
098T18EP,,0,1,0,1,0,15,7,0,59,3,1,0,0,72,100
010G53NR,,0,0,0,0,1,15,11,1,64,2,0,1,0,57,86
026M65JX,,0,0,1,1,1,15,3,0,29,4,1,1,1,63,69
054V77OX,,0,1,0,0,1,15,10,1,46,5,0,1,0,67,147
799V21UL,,0,1,0,1,1,15,11,1,59,1,1,1,0,54,52
244Y70RU,,0,0,0,1,1,15,11,1,63,4,0,1,0,72,89
515Y87QS,,1,1,0,1,1,50,7,0,48,4,0,1,1,31,68
187I92XP,,1,1,0,0,1,50,10,1,69,6,0,1,0,47,34
287F42CV,,0,0,1,1,1,15,11,1,68,1,0,1,0,45,22
330F90SL,,0,1,0,1,1,15,3,1,54,3,1,1,0,65,99
848X01JY,,0,1,0,1,0,15,2,0,47,3,0,1,0,58,368
032Y77BB,,0,1,0,1,0,25,5,0,44,4,1,1,0,54,102
142P76KU,,1,0,1,1,0,50,1,1,52,4,0,1,0,40,44
647C20LK,,0,1,0,0,0,15,3,0,38,4,0,1,0,78,133
998N03YD,,0,0,1,1,0,50,2,0,32,0,1,1,0,64,55
094G27KV,,0,0,0,1,1,15,11,1,66,1,1,1,0,66,76
667J50FJ,,0,1,0,1,0,15,10,1,70,4,1,1,0,61,52
393X25UY,,0,0,1,0,0,15,7,1,33,4,0,1,0,70,141
477U15OV,,0,0,0,1,0,15,1,0,63,3,1,0,0,56,447
881G90BQ,,0,1,0,0,0,25,1,0,73,3,1,1,0,65,91
485L80EG,,0,1,0,1,0,15,4,0,46,3,0,0,0,65,69
350X09JR,,0,1,1,0,1,15,3,0,67,2,0,1,0,73,102
887U53XN,,1,1,0,1,0,15,3,1,49,5,0,1,0,68,542
027L64UR,,0,1,0,0,1,25,10,0,82,3,1,0,0,42,40
579Z94SV,,0,0,1,0,0,25,10,0,87,1,1,1,0,67,56
965O11ZX,,0,1,1,1,0,15,2,1,63,3,0,0,0,61,32
727F94JC,,0,0,1,1,1,25,9,1,42,3,0,0,0,66,70
425P35SY,,0,0,1,0,0,25,1,0,63,3,1,0,0,36,36
916I84ZN,,0,1,0,0,1,15,1,0,48,1,1,1,0,71,90
840P39YY,,0,1,0,1,0,25,4,1,42,3,1,0,0,43,106
900Y13IQ,,0,1,1,0,0,15,3,0,63,1,0,1,0,65,31
399D81UY,,0,1,0,1,0,15,6,1,90,3,0,0,0,57,265
501Y89DQ,,0,0,1,1,0,15,1,0,46,1,0,1,0,47,225
865G92LZ,,0,1,0,0,0,15,10,0,63,3,1,1,0,64,62
205T64AL,,0,0,0,1,0,25,2,0,30,6,0,1,0,67,118
155P88EM,,0,0,1,0,0,15,11,1,63,2,0,1,0,67,34
527R37SG,,0,0,1,1,1,15,7,1,79,1,1,1,0,7,107
179A80DX,,0,0,0,0,1,25,13,1,77,1,1,1,0,59,54
428O78PT,,0,0,0,1,1,15,6,1,63,0,0,1,0,65,44
479W14DC,,0,1,0,1,1,25,5,0,49,0,1,1,0,25,94
437Q27KT,,0,1,0,1,1,15,9,1,63,3,0,0,0,72,132
319V66LC,,0,1,0,0,1,15,7,0,29,3,1,0,0,19,50
296Z98UY,,0,0,0,1,1,15,3,0,31,3,0,1,0,52,44
946I42EF,,0,1,0,0,1,15,4,0,62,2,0,1,0,63,89
402O25OU,,0,1,1,1,0,15,10,1,48,0,0,1,0,62,38
955P41HT,,1,0,1,1,0,25,5,0,64,0,0,1,0,43,48
823O98RD,,1,1,0,0,1,25,8,1,61,6,1,1,0,59,118
433G42CT,,0,1,0,0,1,25,6,1,63,4,0,1,0,65,78
043C70DN,,0,1,0,1,1,15,6,1,42,5,0,1,0,55,129
328D83LK,,0,1,1,0,1,15,6,0,45,0,0,1,0,60,85
551C00ZR,,0,1,0,0,0,15,4,0,23,4,0,1,0,61,123
228M74WU,,0,1,1,0,1,15,8,1,80,4,0,1,0,53,222
142W03ZC,,1,1,1,1,1,25,8,1,63,3,1,1,0,66,69
935U79LD,,0,1,1,1,1,25,6,0,63,1,0,1,0,58,30
788I94JJ,,0,1,0,0,0,15,11,1,78,3,0,0,0,70,46
767X90FS,,0,1,1,1,1,25,10,1,74,5,0,1,0,69,214
554O28WN,,0,1,1,1,1,15,5,1,56,5,1,1,0,72,92
148L89LD,,0,0,0,1,0,15,7,1,56,5,0,1,0,67,148
910K06QG,,0,1,0,1,1,15,4,0,79,0,0,1,0,64,53
413R91LS,,0,0,1,0,0,15,1,0,38,4,0,1,0,28,25
427F25XK,,0,1,1,0,0,15,6,1,45,3,1,0,0,66,306
326J48PU,,0,0,0,1,0,15,2,0,72,2,1,1,0,66,49
563O45SG,,0,1,1,0,1,15,10,0,70,6,0,1,0,57,51
691P54IU,,0,0,0,1,0,15,11,1,98,0,1,1,0,52,41
523N97NV,,0,1,0,0,1,15,1,0,63,3,0,1,0,76,98
866E89KB,,0,0,0,1,0,25,9,1,63,3,0,0,0,58,52
388S26XR,,0,0,0,1,1,15,7,1,78,1,0,1,0,64,71
428I73US,,0,0,1,0,1,15,4,0,63,1,1,1,0,71,38
697V70UB,,0,0,1,1,1,15,3,0,56,3,1,1,0,54,180
405M20NH,,0,0,0,0,1,15,1,0,64,0,0,1,0,66,45
903P10IJ,,0,0,1,1,1,15,10,1,63,0,0,1,0,43,203
568H34NP,,1,0,0,1,0,15,9,1,86,1,0,1,0,35,136
485M34QX,,0,0,1,1,1,15,8,1,55,2,1,1,0,37,36
926U86VT,,0,0,0,0,1,25,8,0,57,3,1,1,0,36,41
219W99RJ,,0,1,0,1,1,15,4,1,32,6,0,1,0,66,112
439U96YG,,0,0,0,1,0,15,1,0,63,6,0,1,0,53,99
870Y55EB,,0,1,1,1,1,25,6,0,63,1,0,1,0,51,127
123A35XX,,0,1,0,1,0,15,11,1,75,1,1,1,0,67,54
810R78EZ,,0,1,1,1,1,25,3,0,63,3,0,0,0,56,208
031B01BK,,0,0,1,0,0,25,8,1,63,4,0,1,0,57,165
715B21AA,,0,1,0,1,1,15,4,0,63,3,0,0,0,63,116
814E77VU,,0,1,0,0,1,25,7,0,85,4,1,1,0,52,48
472A59AN,,0,1,1,1,0,25,6,1,38,1,1,1,0,49,34
304K49HA,,0,0,0,1,0,15,11,1,63,3,1,0,0,67,374
573H21JH,,0,0,1,1,1,15,11,1,63,5,0,1,0,72,133
032C08UJ,,0,0,1,1,0,15,1,0,56,6,1,1,0,55,403
462B56SE,,0,1,0,0,1,15,5,0,63,3,1,0,0,63,145
677J21PB,,0,1,0,0,1,15,7,0,77,1,1,1,0,57,62
551R08JW,,0,1,0,0,1,25,10,1,63,1,0,1,0,36,72
629M19ST,,1,1,0,0,1,15,7,1,64,5,0,1,0,71,65
969R44AK,,0,1,1,1,0,25,3,0,68,1,1,1,0,57,269
289E98HI,,1,1,1,0,0,50,10,0,63,1,0,1,0,33,288
447I19SP,,0,0,0,1,0,25,9,1,57,3,0,1,0,59,93
730V95HH,,0,0,0,1,0,15,2,0,73,1,0,1,0,71,92
367L72QZ,,0,1,0,1,1,15,10,1,71,3,0,0,0,57,55
489L24VD,,0,1,1,0,0,15,3,0,63,3,0,1,0,36,102
528H07KY,,0,1,1,0,1,15,9,0,79,0,1,1,0,52,39
715K96IR,,0,1,0,1,1,15,10,0,85,1,0,1,0,30,38
884M60WG,,0,0,0,1,0,25,6,0,63,5,0,1,0,60,215
170T23TD,,0,0,1,0,1,15,7,0,77,3,0,0,0,47,102
939U20AF,,0,1,1,1,0,50,6,0,50,3,1,0,0,65,61
298R54CI,,0,0,0,1,1,15,7,1,80,1,1,1,0,51,111
820R76GD,,0,1,1,0,0,15,5,1,86,6,0,1,1,48,316
079J13OQ,,0,0,1,0,1,25,5,0,32,1,0,1,0,53,76
750F77MZ,,1,1,1,1,1,25,3,0,32,2,1,1,0,67,72
764H63PX,,0,0,0,1,0,25,2,0,63,5,1,1,0,27,70
160H23ET,,0,0,0,1,1,25,7,0,63,3,0,0,0,49,81
917F55PF,,0,1,0,1,0,50,1,0,63,3,0,0,0,48,227
618W11RH,,0,1,0,0,1,15,10,1,67,3,0,1,0,74,53
915S20LN,,0,1,0,1,1,25,10,1,63,6,0,1,0,57,165
399J02ZJ,,1,0,1,0,0,15,4,1,63,3,1,0,0,36,196
501O09UY,,0,0,0,0,1,25,4,1,33,4,0,1,0,58,121
957N88IX,,0,0,0,1,0,25,8,0,68,3,0,1,0,67,89
786G19CC,,0,1,1,0,0,15,9,1,79,3,0,0,0,53,144
390Q43OI,,0,0,1,0,0,25,7,1,69,1,0,1,0,52,77
388G48DX,,0,1,1,0,0,15,4,0,35,4,1,1,0,66,51
093V57FR,,1,1,0,0,0,50,8,1,44,5,1,1,0,66,320
714X86IK,,0,0,1,1,0,25,1,0,42,0,0,1,0,67,74
230A44MK,,0,1,1,1,0,15,4,0,38,5,0,1,0,60,95
960O38PH,,0,1,0,0,1,25,3,0,63,3,1,0,0,83,421
245J78BL,,0,0,0,1,0,15,2,0,63,3,0,0,0,0,0
159H27IS,,0,0,1,0,0,15,4,1,63,6,0,1,0,31,29
641T03JV,,0,1,1,1,1,15,8,0,45,5,0,1,0,47,187
549V58IB,,1,1,1,1,1,50,9,0,53,6,1,1,0,71,213
522R08JG,,0,0,0,1,0,15,1,0,69,3,1,1,0,66,100
104S19PA,,0,1,0,0,0,25,6,1,57,3,0,1,0,66,122
577T80UZ,,0,0,1,0,0,15,1,0,36,3,0,1,0,54,69
593N79ZF,,0,0,1,1,0,25,5,0,42,2,0,1,0,65,50
114V12NI,,1,0,0,1,0,25,4,1,63,3,0,0,0,73,68
110P32WF,,0,1,0,0,0,25,3,0,24,4,1,1,0,65,63
354O25ZY,,0,1,0,1,0,25,3,0,63,3,1,0,0,53,87
314K78IS,,0,1,0,0,1,25,4,0,67,5,1,1,0,69,204
684J08KA,,0,0,1,1,1,15,7,0,55,2,0,1,0,48,34
283S91PP,,0,1,0,0,0,15,10,1,63,1,1,1,0,66,60
352H78RC,,0,0,0,1,1,15,5,1,75,4,1,1,0,54,70
682G30AR,,0,1,0,0,0,15,10,1,63,3,0,0,0,69,130
799X91XV,,0,0,1,1,1,15,11,1,43,2,1,1,0,65,55
692N97TO,,0,1,0,1,1,15,11,1,63,0,0,1,0,65,45
227V17LK,,0,1,0,0,1,25,9,1,62,5,0,1,0,52,54
239N80SA,,0,1,0,1,0,15,10,1,81,0,1,1,0,46,35
300W32UF,,1,1,0,1,0,25,8,1,56,5,0,1,0,69,152
969R31YV,,0,1,0,0,1,15,4,0,63,3,0,0,0,54,181
497Q48WY,,0,1,1,1,0,15,7,1,36,0,1,1,0,58,41
042H58NH,,0,1,0,0,0,15,7,0,74,3,0,0,0,84,148
594Q99GL,,0,1,0,1,1,15,7,1,56,4,1,1,0,51,115
621M37HD,,0,1,0,0,0,15,1,1,58,4,0,1,0,57,222
017I27WA,,0,0,0,0,1,15,1,1,63,0,1,1,0,65,155
261P40HN,,1,1,1,0,0,50,9,0,34,6,1,1,0,67,100
036T74EY,,0,1,0,1,0,15,4,1,68,0,0,1,0,67,96
233L60YV,,0,1,0,1,1,25,3,0,63,3,0,0,0,70,136
480K28MG,,1,1,0,0,1,50,10,1,89,5,1,1,0,60,166
229K35JI,,0,1,1,0,1,15,9,1,48,6,1,1,0,56,140
205K43NM,,1,0,0,1,1,25,9,0,45,1,0,1,0,63,52
391E84BW,,0,1,0,1,1,15,4,0,63,3,1,0,0,62,74
583N78ZU,,1,1,0,1,1,15,4,1,46,6,0,1,0,62,96
337I89FB,,1,0,0,0,1,25,11,0,44,0,0,1,0,43,55
783E26NW,,0,1,0,1,1,25,10,1,66,5,0,1,0,77,229
644F56XG,,0,0,0,0,1,25,8,0,88,3,0,1,0,57,148
157C20UF,,1,1,0,1,1,15,7,1,63,4,0,1,0,52,47
964Y69ZY,,0,1,0,1,0,25,10,0,72,5,1,1,0,72,578
931U51EV,,0,1,0,1,0,50,6,0,63,3,0,0,0,35,174
868T29JI,,1,0,0,1,1,15,4,1,44,2,0,1,0,68,73
321M07PI,,0,0,1,1,1,15,11,1,58,3,1,0,0,53,46
846Z28QK,,0,0,0,1,1,15,9,1,63,3,0,0,0,66,66
220F99FN,,0,1,0,1,1,15,11,1,71,6,1,1,0,58,277
039I28OU,,1,1,0,1,0,15,11,1,74,3,0,1,0,68,99
801G95YR,,0,1,1,1,1,25,1,0,72,4,1,1,0,61,74
529G99JL,,0,1,1,1,0,25,6,0,42,4,0,1,0,53,65
687M68SJ,,0,1,0,0,0,15,8,1,75,4,1,1,0,67,88
719J65BI,,0,1,1,1,0,50,9,0,67,2,0,1,0,66,77
137O60OC,,0,1,1,0,1,15,1,0,63,3,0,0,0,80,190
436F58JW,,0,1,0,0,1,15,10,1,78,5,1,1,0,56,157
610E43ET,,0,1,0,1,1,15,1,0,63,3,0,0,0,56,59
988E57AI,,0,1,0,0,0,15,3,0,44,2,0,1,0,0,0
101R26OY,,0,1,0,0,1,50,11,1,76,4,1,1,0,63,67
213O54SX,,0,1,1,1,1,15,11,1,72,1,0,1,0,65,45
858R28ZQ,,1,0,1,1,0,25,2,0,78,3,0,1,0,56,258
645L71JC,,0,1,0,1,0,15,3,1,63,3,0,0,0,70,85
921S18SQ,,1,1,1,1,0,25,6,0,45,4,0,1,0,0,0
972L57LD,,0,1,0,0,1,25,6,0,29,4,1,1,0,42,108
643V80ZT,,0,1,1,0,1,15,4,0,24,3,1,1,0,38,90
118K90RT,,0,1,1,1,0,15,5,0,33,6,1,1,1,32,94
746P92FP,,1,0,0,1,0,25,9,1,92,1,1,1,0,39,48
554P53YS,,1,1,1,0,1,15,6,1,63,3,0,0,0,58,129
613D88XP,,0,1,0,1,1,25,5,0,50,3,1,1,0,70,51
140B11ZF,,0,1,0,1,0,15,3,1,70,0,0,1,0,53,56
413C49ZS,,1,1,0,1,0,25,4,0,59,4,1,1,0,67,66
949D17RH,,0,0,1,0,0,50,2,0,60,6,0,1,0,64,581
333G49GW,,0,0,1,0,0,15,5,1,63,1,0,1,0,53,61
193A78MF,,0,1,0,1,0,25,7,1,92,3,1,0,0,49,170
526F26KI,,0,1,0,1,0,25,7,1,59,3,1,0,0,71,231
477N74WG,,0,1,0,1,0,25,1,0,63,3,0,1,0,61,133
185N25XZ,,0,1,0,0,1,25,6,1,63,1,0,1,0,51,62
086V97JM,,0,1,1,1,1,25,8,1,63,3,1,0,0,67,92
254R34QL,,0,0,0,0,1,50,17,0,83,6,0,1,0,74,292
454M52XB,,0,0,0,0,1,25,5,0,63,3,1,0,0,52,233
916P80OB,,0,0,0,1,0,50,1,0,48,3,1,0,0,65,90
265M49GG,,0,1,0,1,0,25,4,0,41,6,1,1,1,69,502
525V09XO,,0,0,1,1,0,15,4,0,63,3,0,0,0,68,70
177Z46PM,,0,0,1,0,0,15,8,1,66,6,0,1,0,66,97
782C35GF,,0,0,1,1,0,15,2,0,69,5,1,1,0,63,114
855N43XW,,0,0,1,0,1,50,9,1,82,1,0,1,0,48,62
358T84PA,,0,1,0,0,1,15,3,0,69,2,0,1,1,53,272
682S40NF,,0,0,1,1,1,15,11,1,48,4,1,1,0,64,81
476A99JP,,0,1,0,1,1,25,8,1,33,3,1,0,0,67,97
